Sr. No,Image name,Detected Categories,Cleaned Image Path
567,06154.png,['person'],/content/cleaned_images_with_text_removal/06154.png
568,37864.png,"['person', 'cake', 'person', 'cake', 'car']",/content/cleaned_images_with_text_removal/37864.png
569,53140.png,"['person', 'person']",/content/cleaned_images_with_text_removal/53140.png
570,42983.png,[],/content/cleaned_images_with_text_removal/42983.png
571,75609.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/75609.png
572,56872.png,[],/content/cleaned_images_with_text_removal/56872.png
573,56841.png,[],/content/cleaned_images_with_text_removal/56841.png
574,82591.png,"['car', 'car', 'car', 'car', 'horse', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/82591.png
575,92478.png,"['person', 'person']",/content/cleaned_images_with_text_removal/92478.png
576,26034.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/26034.png
577,06345.png,['person'],/content/cleaned_images_with_text_removal/06345.png
578,61485.png,[],/content/cleaned_images_with_text_removal/61485.png
579,28579.png,['person'],/content/cleaned_images_with_text_removal/28579.png
580,15726.png,['person'],/content/cleaned_images_with_text_removal/15726.png
581,97638.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/97638.png
582,76534.png,"['horse', 'horse', 'horse', 'person']",/content/cleaned_images_with_text_removal/76534.png
583,14823.png,['person'],/content/cleaned_images_with_text_removal/14823.png
584,86701.png,"['person', 'cell phone', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/86701.png
585,86514.png,[],/content/cleaned_images_with_text_removal/86514.png
586,71403.png,['person'],/content/cleaned_images_with_text_removal/71403.png
587,60249.png,[],/content/cleaned_images_with_text_removal/60249.png
588,72450.png,[],/content/cleaned_images_with_text_removal/72450.png
589,34698.png,[],/content/cleaned_images_with_text_removal/34698.png
590,13906.png,"['person', 'person', 'person', 'tie', 'person', 'person']",/content/cleaned_images_with_text_removal/13906.png
591,35287.png,[],/content/cleaned_images_with_text_removal/35287.png
592,94586.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/94586.png
593,21064.png,['person'],/content/cleaned_images_with_text_removal/21064.png
594,64157.png,[],/content/cleaned_images_with_text_removal/64157.png
595,09516.png,['clock'],/content/cleaned_images_with_text_removal/09516.png
596,16749.png,[],/content/cleaned_images_with_text_removal/16749.png
597,74209.png,['banana'],/content/cleaned_images_with_text_removal/74209.png
598,98276.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/98276.png
599,75021.png,"['sports ball', 'sports ball', 'person', 'person']",/content/cleaned_images_with_text_removal/75021.png
600,96370.png,['airplane'],/content/cleaned_images_with_text_removal/96370.png
601,09823.png,[],/content/cleaned_images_with_text_removal/09823.png
602,45987.png,['person'],/content/cleaned_images_with_text_removal/45987.png
603,17642.png,[],/content/cleaned_images_with_text_removal/17642.png
604,71628.png,"['frisbee', 'frisbee', 'person']",/content/cleaned_images_with_text_removal/71628.png
605,42567.png,[],/content/cleaned_images_with_text_removal/42567.png
606,19540.png,[],/content/cleaned_images_with_text_removal/19540.png
607,48973.png,"['person', 'dog']",/content/cleaned_images_with_text_removal/48973.png
608,14239.png,[],/content/cleaned_images_with_text_removal/14239.png
609,21403.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/21403.png
610,61578.png,[],/content/cleaned_images_with_text_removal/61578.png
611,90481.png,[],/content/cleaned_images_with_text_removal/90481.png
612,64957.png,"['person', 'oven', 'bottle', 'cat']",/content/cleaned_images_with_text_removal/64957.png
613,37419.png,['person'],/content/cleaned_images_with_text_removal/37419.png
614,14028.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/14028.png
615,37941.png,[],/content/cleaned_images_with_text_removal/37941.png
616,20183.png,[],/content/cleaned_images_with_text_removal/20183.png
617,26731.png,[],/content/cleaned_images_with_text_removal/26731.png
618,93405.png,['person'],/content/cleaned_images_with_text_removal/93405.png
619,09682.png,"['person', 'person', 'cow', 'person', 'person', 'cow', 'cow']",/content/cleaned_images_with_text_removal/09682.png
620,58176.png,['cat'],/content/cleaned_images_with_text_removal/58176.png
621,10345.png,"['person', 'person']",/content/cleaned_images_with_text_removal/10345.png
622,24360.png,['person'],/content/cleaned_images_with_text_removal/24360.png
623,62018.png,['person'],/content/cleaned_images_with_text_removal/62018.png
624,47581.png,['cup'],/content/cleaned_images_with_text_removal/47581.png
625,62301.png,"['tie', 'tie', 'person', 'tie', 'person']",/content/cleaned_images_with_text_removal/62301.png
626,35104.png,['person'],/content/cleaned_images_with_text_removal/35104.png
627,62175.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/62175.png
628,13702.png,"['horse', 'person']",/content/cleaned_images_with_text_removal/13702.png
629,93521.png,['bus'],/content/cleaned_images_with_text_removal/93521.png
630,84325.png,"['cup', 'bottle', 'person', 'donut']",/content/cleaned_images_with_text_removal/84325.png
631,41605.png,['person'],/content/cleaned_images_with_text_removal/41605.png
632,62158.png,[],/content/cleaned_images_with_text_removal/62158.png
633,32150.png,['person'],/content/cleaned_images_with_text_removal/32150.png
634,59034.png,[],/content/cleaned_images_with_text_removal/59034.png
635,06847.png,[],/content/cleaned_images_with_text_removal/06847.png
636,69273.png,[],/content/cleaned_images_with_text_removal/69273.png
637,74380.png,"['person', 'sheep', 'sheep', 'person', 'sheep', 'sheep']",/content/cleaned_images_with_text_removal/74380.png
638,95371.png,"['person', 'potted plant', 'person']",/content/cleaned_images_with_text_removal/95371.png
639,06319.png,['tie'],/content/cleaned_images_with_text_removal/06319.png
640,75601.png,['airplane'],/content/cleaned_images_with_text_removal/75601.png
641,28541.png,"['person', 'person', 'person', 'tie']",/content/cleaned_images_with_text_removal/28541.png
642,71963.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/71963.png
643,86025.png,[],/content/cleaned_images_with_text_removal/86025.png
644,97651.png,[],/content/cleaned_images_with_text_removal/97651.png
645,30185.png,['person'],/content/cleaned_images_with_text_removal/30185.png
646,07438.png,"['person', 'person']",/content/cleaned_images_with_text_removal/07438.png
647,31427.png,['person'],/content/cleaned_images_with_text_removal/31427.png
648,62097.png,"['person', 'person', 'person', 'backpack', 'backpack']",/content/cleaned_images_with_text_removal/62097.png
649,69750.png,[],/content/cleaned_images_with_text_removal/69750.png
650,67594.png,"['person', 'bottle', 'person']",/content/cleaned_images_with_text_removal/67594.png
651,61932.png,[],/content/cleaned_images_with_text_removal/61932.png
652,51928.png,['tie'],/content/cleaned_images_with_text_removal/51928.png
653,02974.png,[],/content/cleaned_images_with_text_removal/02974.png
654,60532.png,"['person', 'person']",/content/cleaned_images_with_text_removal/60532.png
655,16785.png,['person'],/content/cleaned_images_with_text_removal/16785.png
656,95321.png,['cell phone'],/content/cleaned_images_with_text_removal/95321.png
657,90185.png,['person'],/content/cleaned_images_with_text_removal/90185.png
658,31295.png,"['cup', 'tie', 'person']",/content/cleaned_images_with_text_removal/31295.png
659,28497.png,['person'],/content/cleaned_images_with_text_removal/28497.png
660,72914.png,[],/content/cleaned_images_with_text_removal/72914.png
661,61304.png,"['person', 'cup', 'bottle']",/content/cleaned_images_with_text_removal/61304.png
662,63140.png,"['person', 'person']",/content/cleaned_images_with_text_removal/63140.png
663,37948.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/37948.png
664,91027.png,"['person', 'person']",/content/cleaned_images_with_text_removal/91027.png
665,67130.png,['person'],/content/cleaned_images_with_text_removal/67130.png
666,43521.png,['person'],/content/cleaned_images_with_text_removal/43521.png
667,46971.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/46971.png
668,48295.png,[],/content/cleaned_images_with_text_removal/48295.png
669,98513.png,"['person', 'person']",/content/cleaned_images_with_text_removal/98513.png
670,86912.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/86912.png
671,96810.png,[],/content/cleaned_images_with_text_removal/96810.png
672,12960.png,[],/content/cleaned_images_with_text_removal/12960.png
673,67259.png,[],/content/cleaned_images_with_text_removal/67259.png
674,91372.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/91372.png
675,95024.png,[],/content/cleaned_images_with_text_removal/95024.png
676,91345.png,[],/content/cleaned_images_with_text_removal/91345.png
677,91365.png,"['person', 'person']",/content/cleaned_images_with_text_removal/91365.png
678,05841.png,"['person', 'person']",/content/cleaned_images_with_text_removal/05841.png
679,68401.png,[],/content/cleaned_images_with_text_removal/68401.png
680,34586.png,[],/content/cleaned_images_with_text_removal/34586.png
681,85139.png,['person'],/content/cleaned_images_with_text_removal/85139.png
682,04869.png,[],/content/cleaned_images_with_text_removal/04869.png
683,73056.png,[],/content/cleaned_images_with_text_removal/73056.png
684,04372.png,[],/content/cleaned_images_with_text_removal/04372.png
685,07238.png,[],/content/cleaned_images_with_text_removal/07238.png
686,80971.png,[],/content/cleaned_images_with_text_removal/80971.png
687,47263.png,['person'],/content/cleaned_images_with_text_removal/47263.png
688,20869.png,['person'],/content/cleaned_images_with_text_removal/20869.png
689,90186.png,[],/content/cleaned_images_with_text_removal/90186.png
690,52401.png,[],/content/cleaned_images_with_text_removal/52401.png
691,07496.png,['person'],/content/cleaned_images_with_text_removal/07496.png
692,73254.png,[],/content/cleaned_images_with_text_removal/73254.png
693,28659.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/28659.png
694,64571.png,[],/content/cleaned_images_with_text_removal/64571.png
695,40832.png,['person'],/content/cleaned_images_with_text_removal/40832.png
696,79614.png,[],/content/cleaned_images_with_text_removal/79614.png
697,90761.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/90761.png
698,86453.png,['person'],/content/cleaned_images_with_text_removal/86453.png
699,36415.png,[],/content/cleaned_images_with_text_removal/36415.png
700,82316.png,"['person', 'person']",/content/cleaned_images_with_text_removal/82316.png
701,05437.png,[],/content/cleaned_images_with_text_removal/05437.png
702,56082.png,[],/content/cleaned_images_with_text_removal/56082.png
703,58204.png,['person'],/content/cleaned_images_with_text_removal/58204.png
704,01529.png,['person'],/content/cleaned_images_with_text_removal/01529.png
705,21038.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/21038.png
706,60487.png,[],/content/cleaned_images_with_text_removal/60487.png
707,06731.png,['person'],/content/cleaned_images_with_text_removal/06731.png
708,53089.png,['tie'],/content/cleaned_images_with_text_removal/53089.png
709,79128.png,"['person', 'bird']",/content/cleaned_images_with_text_removal/79128.png
710,96172.png,"['person', 'person']",/content/cleaned_images_with_text_removal/96172.png
711,20396.png,"['person', 'bottle', 'person']",/content/cleaned_images_with_text_removal/20396.png
712,34509.png,[],/content/cleaned_images_with_text_removal/34509.png
713,56104.png,"['person', 'person', 'cell phone']",/content/cleaned_images_with_text_removal/56104.png
714,64329.png,[],/content/cleaned_images_with_text_removal/64329.png
715,52904.png,['person'],/content/cleaned_images_with_text_removal/52904.png
716,95201.png,[],/content/cleaned_images_with_text_removal/95201.png
717,78921.png,['bear'],/content/cleaned_images_with_text_removal/78921.png
718,79854.png,[],/content/cleaned_images_with_text_removal/79854.png
719,91072.png,['person'],/content/cleaned_images_with_text_removal/91072.png
720,09657.png,"['tie', 'tie', 'person', 'person']",/content/cleaned_images_with_text_removal/09657.png
721,94305.png,['person'],/content/cleaned_images_with_text_removal/94305.png
722,70189.png,['person'],/content/cleaned_images_with_text_removal/70189.png
723,30128.png,[],/content/cleaned_images_with_text_removal/30128.png
724,93512.png,['person'],/content/cleaned_images_with_text_removal/93512.png
725,46357.png,[],/content/cleaned_images_with_text_removal/46357.png
726,41720.png,[],/content/cleaned_images_with_text_removal/41720.png
727,23690.png,[],/content/cleaned_images_with_text_removal/23690.png
728,96145.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/96145.png
729,20619.png,[],/content/cleaned_images_with_text_removal/20619.png
730,94617.png,[],/content/cleaned_images_with_text_removal/94617.png
731,81026.png,"['person', 'person', 'tie', 'person', 'person', 'person', 'tie', 'laptop', 'tie']",/content/cleaned_images_with_text_removal/81026.png
732,57243.png,[],/content/cleaned_images_with_text_removal/57243.png
733,13096.png,"['person', 'sheep', 'sheep', 'umbrella']",/content/cleaned_images_with_text_removal/13096.png
734,14329.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/14329.png
735,52078.png,[],/content/cleaned_images_with_text_removal/52078.png
736,43780.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/43780.png
737,95062.png,[],/content/cleaned_images_with_text_removal/95062.png
738,45912.png,[],/content/cleaned_images_with_text_removal/45912.png
739,94813.png,"['person', 'person', 'bottle']",/content/cleaned_images_with_text_removal/94813.png
740,86209.png,['person'],/content/cleaned_images_with_text_removal/86209.png
741,20371.png,[],/content/cleaned_images_with_text_removal/20371.png
742,64780.png,['person'],/content/cleaned_images_with_text_removal/64780.png
743,83061.png,['laptop'],/content/cleaned_images_with_text_removal/83061.png
744,05728.png,[],/content/cleaned_images_with_text_removal/05728.png
745,16248.png,['person'],/content/cleaned_images_with_text_removal/16248.png
746,71309.png,[],/content/cleaned_images_with_text_removal/71309.png
747,31892.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/31892.png
748,67582.png,[],/content/cleaned_images_with_text_removal/67582.png
749,02937.png,['person'],/content/cleaned_images_with_text_removal/02937.png
750,92705.png,[],/content/cleaned_images_with_text_removal/92705.png
751,79285.png,"['person', 'person', 'tie']",/content/cleaned_images_with_text_removal/79285.png
752,29607.png,[],/content/cleaned_images_with_text_removal/29607.png
753,70643.png,[],/content/cleaned_images_with_text_removal/70643.png
754,64283.png,[],/content/cleaned_images_with_text_removal/64283.png
755,36892.png,['person'],/content/cleaned_images_with_text_removal/36892.png
756,32806.png,"['person', 'person']",/content/cleaned_images_with_text_removal/32806.png
757,03876.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/03876.png
758,24853.png,['person'],/content/cleaned_images_with_text_removal/24853.png
759,06832.png,"['person', 'tie', 'person', 'tie', 'person']",/content/cleaned_images_with_text_removal/06832.png
760,51037.png,"['person', 'person']",/content/cleaned_images_with_text_removal/51037.png
761,30174.png,[],/content/cleaned_images_with_text_removal/30174.png
762,26481.png,[],/content/cleaned_images_with_text_removal/26481.png
763,57109.png,['person'],/content/cleaned_images_with_text_removal/57109.png
764,73140.png,"['bear', 'bear']",/content/cleaned_images_with_text_removal/73140.png
765,78541.png,"['cat', 'dog']",/content/cleaned_images_with_text_removal/78541.png
766,86917.png,['person'],/content/cleaned_images_with_text_removal/86917.png
767,17589.png,"['person', 'person', 'motorcycle', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/17589.png
768,81295.png,"['person', 'person']",/content/cleaned_images_with_text_removal/81295.png
769,94687.png,[],/content/cleaned_images_with_text_removal/94687.png
770,36870.png,[],/content/cleaned_images_with_text_removal/36870.png
771,81206.png,['person'],/content/cleaned_images_with_text_removal/81206.png
772,28704.png,[],/content/cleaned_images_with_text_removal/28704.png
773,20379.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/20379.png
774,25103.png,['person'],/content/cleaned_images_with_text_removal/25103.png
775,95078.png,"['person', 'chair']",/content/cleaned_images_with_text_removal/95078.png
776,42693.png,[],/content/cleaned_images_with_text_removal/42693.png
777,61802.png,"['person', 'person']",/content/cleaned_images_with_text_removal/61802.png
778,50731.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/50731.png
779,42189.png,"['car', 'car', 'dog', 'dog', 'dog', 'person', 'dog', 'dog', 'person', 'dog', 'person', 'dog', 'truck', 'car', 'dog']",/content/cleaned_images_with_text_removal/42189.png
780,80254.png,"['person', 'vase', 'person']",/content/cleaned_images_with_text_removal/80254.png
781,37482.png,[],/content/cleaned_images_with_text_removal/37482.png
782,03298.png,"['person', 'couch', 'bed']",/content/cleaned_images_with_text_removal/03298.png
783,01642.png,['person'],/content/cleaned_images_with_text_removal/01642.png
784,08563.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/08563.png
785,78031.png,[],/content/cleaned_images_with_text_removal/78031.png
786,78945.png,"['tie', 'tie']",/content/cleaned_images_with_text_removal/78945.png
787,89571.png,"['person', 'dog']",/content/cleaned_images_with_text_removal/89571.png
788,76519.png,"['person', 'person', 'person', 'person', 'cell phone', 'handbag']",/content/cleaned_images_with_text_removal/76519.png
789,62019.png,['person'],/content/cleaned_images_with_text_removal/62019.png
790,53694.png,"['person', 'person']",/content/cleaned_images_with_text_removal/53694.png
791,17623.png,"['person', 'person', 'bicycle']",/content/cleaned_images_with_text_removal/17623.png
792,14236.png,['person'],/content/cleaned_images_with_text_removal/14236.png
793,98504.png,['person'],/content/cleaned_images_with_text_removal/98504.png
794,16058.png,[],/content/cleaned_images_with_text_removal/16058.png
795,30914.png,['person'],/content/cleaned_images_with_text_removal/30914.png
796,31284.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/31284.png
797,13852.png,['person'],/content/cleaned_images_with_text_removal/13852.png
798,50482.png,['person'],/content/cleaned_images_with_text_removal/50482.png
799,54270.png,['person'],/content/cleaned_images_with_text_removal/54270.png
800,13624.png,[],/content/cleaned_images_with_text_removal/13624.png
801,74658.png,[],/content/cleaned_images_with_text_removal/74658.png
802,36120.png,"['person', 'person', 'chair']",/content/cleaned_images_with_text_removal/36120.png
803,15290.png,['person'],/content/cleaned_images_with_text_removal/15290.png
804,25481.png,[],/content/cleaned_images_with_text_removal/25481.png
805,31270.png,['person'],/content/cleaned_images_with_text_removal/31270.png
806,80154.png,['person'],/content/cleaned_images_with_text_removal/80154.png
807,10278.png,[],/content/cleaned_images_with_text_removal/10278.png
808,97506.png,[],/content/cleaned_images_with_text_removal/97506.png
809,83096.png,['person'],/content/cleaned_images_with_text_removal/83096.png
810,87541.png,[],/content/cleaned_images_with_text_removal/87541.png
811,50643.png,"['bird', 'bird', 'bird', 'bird', 'bird', 'bird', 'bird']",/content/cleaned_images_with_text_removal/50643.png
812,91827.png,['person'],/content/cleaned_images_with_text_removal/91827.png
813,24980.png,['person'],/content/cleaned_images_with_text_removal/24980.png
814,34756.png,['person'],/content/cleaned_images_with_text_removal/34756.png
815,90235.png,"['person', 'person']",/content/cleaned_images_with_text_removal/90235.png
816,83401.png,[],/content/cleaned_images_with_text_removal/83401.png
817,41869.png,[],/content/cleaned_images_with_text_removal/41869.png
818,96824.png,"['person', 'person']",/content/cleaned_images_with_text_removal/96824.png
819,53609.png,['person'],/content/cleaned_images_with_text_removal/53609.png
820,39857.png,[],/content/cleaned_images_with_text_removal/39857.png
821,35460.png,['person'],/content/cleaned_images_with_text_removal/35460.png
822,71046.png,[],/content/cleaned_images_with_text_removal/71046.png
823,06793.png,[],/content/cleaned_images_with_text_removal/06793.png
824,15236.png,[],/content/cleaned_images_with_text_removal/15236.png
825,84057.png,"['person', 'person', 'umbrella']",/content/cleaned_images_with_text_removal/84057.png
826,08175.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/08175.png
827,65204.png,"['tie', 'person', 'tie', 'person']",/content/cleaned_images_with_text_removal/65204.png
828,70534.png,"['person', 'person', 'person', 'cell phone']",/content/cleaned_images_with_text_removal/70534.png
829,94532.png,"['person', 'person']",/content/cleaned_images_with_text_removal/94532.png
830,59604.png,[],/content/cleaned_images_with_text_removal/59604.png
831,68270.png,['person'],/content/cleaned_images_with_text_removal/68270.png
832,34897.png,[],/content/cleaned_images_with_text_removal/34897.png
833,63845.png,['dog'],/content/cleaned_images_with_text_removal/63845.png
834,89762.png,['person'],/content/cleaned_images_with_text_removal/89762.png
835,96241.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/96241.png
836,03179.png,['person'],/content/cleaned_images_with_text_removal/03179.png
837,20978.png,"['chair', 'bowl', 'person', 'bowl', 'person']",/content/cleaned_images_with_text_removal/20978.png
838,73125.png,"['dog', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/73125.png
839,41379.png,"['person', 'person']",/content/cleaned_images_with_text_removal/41379.png
840,51094.png,"['toothbrush', 'person']",/content/cleaned_images_with_text_removal/51094.png
841,52978.png,"['person', 'tie']",/content/cleaned_images_with_text_removal/52978.png
842,38245.png,"['person', 'person', 'sports ball']",/content/cleaned_images_with_text_removal/38245.png
843,27468.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/27468.png
844,89740.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'tie']",/content/cleaned_images_with_text_removal/89740.png
845,26983.png,['person'],/content/cleaned_images_with_text_removal/26983.png
846,94861.png,"['person', 'person']",/content/cleaned_images_with_text_removal/94861.png
847,14086.png,"['cell phone', 'cell phone']",/content/cleaned_images_with_text_removal/14086.png
848,68721.png,[],/content/cleaned_images_with_text_removal/68721.png
849,48920.png,['person'],/content/cleaned_images_with_text_removal/48920.png
850,72305.png,[],/content/cleaned_images_with_text_removal/72305.png
851,84265.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/84265.png
852,69087.png,[],/content/cleaned_images_with_text_removal/69087.png
853,86215.png,['person'],/content/cleaned_images_with_text_removal/86215.png
854,96845.png,['person'],/content/cleaned_images_with_text_removal/96845.png
855,67859.png,[],/content/cleaned_images_with_text_removal/67859.png
856,18953.png,"['person', 'person']",/content/cleaned_images_with_text_removal/18953.png
857,45180.png,['person'],/content/cleaned_images_with_text_removal/45180.png
858,02845.png,[],/content/cleaned_images_with_text_removal/02845.png
859,26374.png,"['sheep', 'sheep']",/content/cleaned_images_with_text_removal/26374.png
860,18469.png,['person'],/content/cleaned_images_with_text_removal/18469.png
861,73681.png,['person'],/content/cleaned_images_with_text_removal/73681.png
862,03927.png,"['horse', 'person', 'person']",/content/cleaned_images_with_text_removal/03927.png
863,07354.png,['person'],/content/cleaned_images_with_text_removal/07354.png
864,71653.png,"['car', 'car']",/content/cleaned_images_with_text_removal/71653.png
865,96180.png,"['person', 'person']",/content/cleaned_images_with_text_removal/96180.png
866,26417.png,[],/content/cleaned_images_with_text_removal/26417.png
867,13724.png,[],/content/cleaned_images_with_text_removal/13724.png
868,71502.png,['dog'],/content/cleaned_images_with_text_removal/71502.png
869,25714.png,[],/content/cleaned_images_with_text_removal/25714.png
870,74308.png,"['cow', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/74308.png
871,24607.png,"['tie', 'person']",/content/cleaned_images_with_text_removal/24607.png
872,51460.png,['person'],/content/cleaned_images_with_text_removal/51460.png
873,68042.png,[],/content/cleaned_images_with_text_removal/68042.png
874,64312.png,['person'],/content/cleaned_images_with_text_removal/64312.png
875,95872.png,['person'],/content/cleaned_images_with_text_removal/95872.png
876,25768.png,[],/content/cleaned_images_with_text_removal/25768.png
877,29708.png,['person'],/content/cleaned_images_with_text_removal/29708.png
878,05719.png,[],/content/cleaned_images_with_text_removal/05719.png
879,25681.png,[],/content/cleaned_images_with_text_removal/25681.png
880,07628.png,['person'],/content/cleaned_images_with_text_removal/07628.png
881,28374.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/28374.png
882,27519.png,[],/content/cleaned_images_with_text_removal/27519.png
883,17963.png,[],/content/cleaned_images_with_text_removal/17963.png
884,04719.png,['person'],/content/cleaned_images_with_text_removal/04719.png
885,41309.png,[],/content/cleaned_images_with_text_removal/41309.png
886,28463.png,"['dog', 'person', 'person', 'surfboard']",/content/cleaned_images_with_text_removal/28463.png
887,54209.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/54209.png
888,51389.png,['person'],/content/cleaned_images_with_text_removal/51389.png
889,73180.png,"['person', 'banana']",/content/cleaned_images_with_text_removal/73180.png
890,25687.png,[],/content/cleaned_images_with_text_removal/25687.png
891,87592.png,[],/content/cleaned_images_with_text_removal/87592.png
892,57421.png,"['person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/57421.png
893,51962.png,[],/content/cleaned_images_with_text_removal/51962.png
894,71294.png,"['person', 'person', 'person', 'person', 'person', 'person', 'tie']",/content/cleaned_images_with_text_removal/71294.png
895,61840.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/61840.png
896,72854.png,['bird'],/content/cleaned_images_with_text_removal/72854.png
897,29187.png,['person'],/content/cleaned_images_with_text_removal/29187.png
898,31852.png,['person'],/content/cleaned_images_with_text_removal/31852.png
899,04728.png,['person'],/content/cleaned_images_with_text_removal/04728.png
900,95203.png,['person'],/content/cleaned_images_with_text_removal/95203.png
901,96432.png,"['motorcycle', 'person', 'person']",/content/cleaned_images_with_text_removal/96432.png
902,40857.png,['tie'],/content/cleaned_images_with_text_removal/40857.png
903,03692.png,"['person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/03692.png
904,29437.png,"['person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/29437.png
905,21973.png,[],/content/cleaned_images_with_text_removal/21973.png
906,13568.png,"['chair', 'person']",/content/cleaned_images_with_text_removal/13568.png
907,21753.png,['person'],/content/cleaned_images_with_text_removal/21753.png
908,82190.png,['person'],/content/cleaned_images_with_text_removal/82190.png
909,03524.png,"['person', 'person', 'person', 'person', 'person', 'person']",/content/cleaned_images_with_text_removal/03524.png
910,49701.png,"['person', 'person']",/content/cleaned_images_with_text_removal/49701.png
911,48316.png,"['book', 'person']",/content/cleaned_images_with_text_removal/48316.png
912,97852.png,['person'],/content/cleaned_images_with_text_removal/97852.png
913,78263.png,"['person', 'person']",/content/cleaned_images_with_text_removal/78263.png
914,48617.png,"['person', 'chair', 'chair']",/content/cleaned_images_with_text_removal/48617.png
915,10653.png,['person'],/content/cleaned_images_with_text_removal/10653.png
916,43078.png,[],/content/cleaned_images_with_text_removal/43078.png
917,30427.png,"['person', 'person', 'umbrella']",/content/cleaned_images_with_text_removal/30427.png
918,28134.png,"['tie', 'tie', 'person', 'tie', 'person', 'person', 'tie', 'person', 'person', 'tie', 'person', 'person']",/content/cleaned_images_with_text_removal/28134.png
919,84169.png,[],/content/cleaned_images_with_text_removal/84169.png
920,34857.png,"['person', 'person']",/content/cleaned_images_with_text_removal/34857.png
921,36524.png,"['person', 'person']",/content/cleaned_images_with_text_removal/36524.png
922,21659.png,[],/content/cleaned_images_with_text_removal/21659.png
923,28561.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/28561.png
924,86914.png,"['keyboard', 'mouse']",/content/cleaned_images_with_text_removal/86914.png
925,62941.png,['person'],/content/cleaned_images_with_text_removal/62941.png
926,86593.png,['person'],/content/cleaned_images_with_text_removal/86593.png
927,09215.png,['cell phone'],/content/cleaned_images_with_text_removal/09215.png
928,36158.png,[],/content/cleaned_images_with_text_removal/36158.png
929,43527.png,[],/content/cleaned_images_with_text_removal/43527.png
930,35719.png,['person'],/content/cleaned_images_with_text_removal/35719.png
931,34510.png,['person'],/content/cleaned_images_with_text_removal/34510.png
932,56489.png,[],/content/cleaned_images_with_text_removal/56489.png
933,37498.png,['cat'],/content/cleaned_images_with_text_removal/37498.png
934,26538.png,"['person', 'person', 'person']",/content/cleaned_images_with_text_removal/26538.png
935,74362.png,"['tie', 'person', 'sports ball', 'person']",/content/cleaned_images_with_text_removal/74362.png
936,29785.png,['person'],/content/cleaned_images_with_text_removal/29785.png
937,10423.png,[],/content/cleaned_images_with_text_removal/10423.png
938,47903.png,[],/content/cleaned_images_with_text_removal/47903.png
939,53764.png,[],/content/cleaned_images_with_text_removal/53764.png
940,50428.png,[],/content/cleaned_images_with_text_removal/50428.png
941,03691.png,"['person', 'person', 'person', 'person', 'person', 'book', 'person']",/content/cleaned_images_with_text_removal/03691.png
